content,label
吹香嚼蕊。独立东风里。玉冻云娇天似水。羞杀夭桃李。如今见说阑干。不禁月冷霜寒。垅上驿程人远，楼头戍角声乾。,写景抒情
萧萧还是秋容暮。炉薰已冷氲香注。犹记踏香尘。东风满院春。冷烟迷望处。声断阑干雨。无计问行云。黄昏空掩门。,写景抒情
清淡无限，林下逢人少。骑马踏红尘，恁区区、何时是了。名场利海，毕竟白头翁，山簇翠，水拖蓝，只个生涯好。君侯洒落，卜筑开冰沼。三径直危楼，遍岩隈、幽花香草。风勾月引，馀事作诗人，词歌雪，气凌云，寒瘦伦郊岛。,写景抒情
处处羊肠路，归路是安便。从头点检身世，今日岂非天。未论分封邦国，未论分符乡国，晚节且圆全。但觉君恩重，老泪忽潸然。谢东山，裴绿野，李平泉。从今许我，攀附诸老与齐肩。更得十年安乐，便了百年光景，不是谩归田。谨勿伤离别，聊共醉觥船。,送别题赠
入眼青红，小玲珑、飞檐度云微湿。绣槛展春，金屋宽花，谁管采菱波狭。翠深知是深多少，不都放、夕阳红入。待装缀，新漪涨翠，小圜荷叶。此去春风满箧。应时锁蛛丝，浅虚尘榻。夜雨试灯，晴雪吹梅，趁取玳簪重盍。卷帘不解招新燕，春须笑、酒悭歌涩。半窗掩，日长困生翠睫。,写景抒情
斗鸭池南夜不归。酒阑纨扇有新诗。云随碧玉歌声转，雪绕红琼舞袖回。今感旧，欲沾衣。可怜人似水东西。回头满眼凄凉事，秋月春风岂得知。,送别题赠
藩车容裔。挺挺风流追两地。粲斗分星。诗句当年汗简青。疏帘披绣。共看横云晴出岫。新月如钩。来照琼彝醉小楼。,写景抒情
凌波台畔花如剪，几点吴霜。烟淡云黄。东阁何人见晚妆。江南春近书千里，谁寄清香。别墅横塘。鼓角声中又夕阳。,送别题赠
月皎惊乌栖不定。更漏将残，辘，牵金井。唤起两眸清炯炯。泪花落枕红棉泠。执手霜风吹鬓影。去意徊徨，别语愁难听。楼上阑干横斗柄。露寒人远鸡相应。,送别题赠
百紫千红今烂熳。举烛辉花，莫厌烧令短。酒里逢花须细看。人生谁似英雄半。安得红颜为老伴。妙舞花前，杨柳夸身段。已倒玉山回竹院。清香不断风吹面。,写景抒情
来匆匆。去匆匆。短梦无凭春又空。难随郎马踪。山重重。水重重。飞絮流云西复东。音书何处通。,送别题赠
老人无复少年欢。嫌酒倦吹弹。黄昏又是风雨，楼外角声残。悲故国，念尘寰。事难言。下了纸帐，曳上青毡，一任霜寒。,羁旅思乡
太丘晚节，把家事、一切传他谌纪。业已休休，又谁解露绶，会稽郡邸。张丈殷兄，阮生朱老，相与为唇齿。酒楼犹记，谪仙尝醉於此。一二耆旧贻书，新来强健否，问年今几。谢傅当时，却因个甚，抛了东山起。对局含，闻筝堕泪，围在愁城里。吾评晋士，不如归去来子。,咏史怀古
复卦起潜龙。戊己微调未可攻。九二见龙临卦主，神通。从此炉中次第红。泰卦恰相逢。猛火烧乾藉巽风。炼就黄芽并白雪，奇功。还返归坤道始穷。,咏史怀古
奚囊谢屐。向芙蓉城下，□□游历。江上沙鸥何所似，白发飘飘行客。旷海乘风，长波垂钓，欲把珊瑚拂。近来杨柳，却怜浑是秋色。日暮空想佳人，楚芳难赠，烟水分明隔。老病孤舟天地里，惟有歌声消得。故国荒城，斜阳古道，可奈花狼藉。他时一笑，似曾何处相识。,羁旅思乡
山崦笼春，江城吹雨，暮天烟淡云昏。酒旗渔市，冷落杏花村。苏小当年秀骨，萦蔓草、空想罗裙。潮声起，高楼喷笛，五两了无闻。凄凉，怀故国，朝钟暮鼓，十载红尘。似梦魂迢递，长到吴门。闻道花开陌上，歌旧曲、愁杀王孙。何时见、□□唤酒，同倒瓮头春。,羁旅思乡
一封清诏下金鸾。临遣讲邻欢。谁问火云挥汗，要看易水摇寒。何妨谈笑，平生志节，可障狂澜。预约黄花前後，殊庭瞻对宸颜。,咏史怀古
年年长见傲寒林。压群英。有馀清。曾被芳心，红日恼诗情。玉质暗香无限意，偏婉娩，尽轻盈。今年潇洒照歧亭。更芳馨。也峥嵘。无奈多情，终是惜飘零。谁与东君收拾取，怕风雨，挫瑶琼。,写景抒情
华发萧萧，归碧鸡坊，出金马门。把一枝色笔，掷还郭璞，些儿残锦，回乞天孙。永免朝参，更无宣锁，送老三家水竹村。休休也，任巫阳来下，未易招魂。茅檐安得庖阍。倩便了沽来酒满樽。叹角巾东路，吾寻初服，上书北阙，子漫危言。漏院霜靴，火城雪辔，得似先生败絮温。安危事，付布衣融泰，鼎足膺蕃。,送别题赠
灯前初见。冰玉玲珑惊眼眩。艳溢香繁。绝胜溪边月下看。铅华尽洗。只有檀唇红不退。倾坐精神。全似当时一个人。,写景抒情
璧月光中玉漏清。小梅疏影水边明。似梅人醉月西倾。梅欲黄时朝暮雨，月重圆处短长亭。旧愁新恨若为情。,思妇闺怨
浅入新年，逢人日、拂拂淡烟无雨。叶底妖禽自语。小啄幽香还吐。东风辛苦，便怕有、踏青人误。清明寒食，消得渡江，黄翠千缕。看临小帖宜春，填轻晕湿，碧花生雾。为说钗头袅袅，系著轻盈不住。问郎留否。似昨夜、教成鹦鹉。走马章台，忆得画眉归去。,写景抒情
相将初下蕊珠殿。似醉粉、生香未遍。爱惜娇心春不管。被东风、赚开一半。中黄宫里赐仙衣，斗浅深、妆成笑面。放出妖娆难系管。笑东君、自家肠断。,写景抒情
曾为梅花醉不归。佳人挽袖乞新词。轻红遍写鸳鸯带，浓碧争斟翡翠卮。人已老，事皆非。花前不饮泪沾衣。如今但欲关门睡，一任梅花作雪飞。,思妇闺怨
曲渚澜生。遥峰云敛，据鞍又出江城。青子垂枝，翠阴遮道，乍闻一两蝉声。素蟾犹在，但惟有、长庚殿星。征夫前路，应怪劳生，尘事相萦。年来厌逐时迎。千里追寻，两鬓凋零。佳景良辰，无虚度，谁怜客里凄清。不如归去，任儿辈、功名遂成。旧欢重理，莫笑渊明，却赋闲情。,羁旅思乡
锺陵好，和气满江城。忆昨旌麾初至止，到今政令只宽平。仍岁兆丰登。称庆旦，遐迩一般情。共信我公跻寿考，从来阴德被生灵。襦裤听欢声。,咏史怀古
东风着意，正群芳未放，蟠桃初缀。王母当年亲手种，来作人间上瑞。婺女星躔，金华福地，聊驻千千岁。恰才八十，百分未及一二。况是间生英贤，名高日月，未说文昌贵。今日凝香称寿，来岁衮衣当发。黄贴天香，太白珍膳，押赐传中旨。戏拈金果，宫娥应是争取。,咏史怀古
淮左名都，竹西佳处，解鞍少驻初程。过春风十里，尽荠麦青青。自胡马窥江去後，废池乔木，犹厌言兵。渐黄昏，清角吹寒，都在空城。杜郎俊赏，算而今，重到须惊。纵豆蔻词工，青楼梦好，难赋深情。二十四桥仍在，波心荡、冷月无声。念桥边红药，年年知为谁生。,送别题赠
行云过尽星河烂。炉烟未断蛛丝满。想得两眉颦。停针忆远人。河桥知有路。不解留郎住。天上隔年期。人间长别离。,送别题赠
道山玉府真仙，去年再履论思地。西清禁域，眷深名重，年高身退。玉振金声，水增川涌，德兼才贵。爱知章引去，安车稳驾，轩冕付、谈笑外。兰玉孙枝竞秀，奉亲欢、莱衣同戏。蓬莱东接，苎萝西顾，三山耸翠。赐杖清朝，命堂绿野，放怀高致。似太公出将，卫公入相，为苍生起。,咏史怀古
笑怕蔷薇，行忧宝瑟僵。美人依约在西厢。祗恐暗中迷路、认馀香。午夜风翻幔，三更月到床。簟纹如水玉肌凉。何物与侬归去、有残妆。,思妇闺怨
东泽先生，谁说能诗，兴到偶然。但平生心事，落花啼鸟，多年盟好，白石清泉。家近宫亭，眼中庐阜，九叠屏开云锦边。出门去，且掀髯大笑，有钓鱼船。一丝风里婵娟。爱月在沧波上下天。更丛书观遍，笔床静昼，篷窗睡起，茶灶疏烟。黄鹤来迟，丹砂成未，何日风流葛稚川。人间世，听江湖诗友，号我东仙。,写景抒情
得意许多时。长醉赏、月影花枝。暴风狂雨年年有，金笼锁定，莺雏燕友，不被鸡期。红旆转逶迤。悔无计、千里追随。再来应绾泸南印，而今目下，凄惶怎向，日永春迟。,送别题赠
烟漠漠。醉里看春都错。过了清明迟一著。牡丹重约摸。晓日渐明檐角。天与芳辰难却。驻得韶华元有药。桃源谁共约。,写景抒情
岁岁为公寿，著语不能新。自公持节北去，我亦有遐征。坐我碧瑶洞府，被我石楠嘉荫，冰柱向人清。待屈西风指，王事有期程。我尝闻，由汉水，达河津。痴牛呆女会处，应有泛槎人。便向汉川东畔，直透银河左界，去上白云京。袖有传婿研，我欲丐馀芬。,羁旅思乡
山路风来草木香。雨馀凉意到胡床。泉石膏肓吾已甚。多病。堤防风月费篇章。孤负寻常山简醉。独自。故应知子草玄忙。湖海早知身汗漫。谁伴。只甘松竹共凄凉。,羁旅思乡
长杨辇路。绿满当年携手处。试逐春风。重到宫花花树中。芳菲绕遍。今日不如前日健。酒罢凄凉。新恨犹添旧恨长。,思妇闺怨
扑面征尘去路遥。香篝渐觉水沈销。山无重数周遭碧，花不知名分外娇。人历历，马萧萧。笙旗又过小红桥。愁边剩有相思句，摇断吟鞭碧玉梢。,送别题赠
衣染莺黄。爱停歌驻拍，劝酒持觞。低鬟蝉影动，私语口脂香。檐露滴，竹风凉。拚剧饮淋浪。夜渐深，笼灯就月，子细端相。知音见说无双。解移宫换羽，未怕周郎。长颦知有恨，贪耍不成妆。些个事，恼人肠。试说与何妨。又恐伊、寻消问息，瘦减容光。,思妇闺怨
向秋来、渐疏班扇，雨声时过金井。堂虚已放新凉入，湘竹最宜枕。闲记省。又还是、斜河旧约今再整。天风夜冷。自织锦人归，乘槎客去，此意有谁领。空赢得，今古三星炯炯。银波相望千顷。柳州老矣犹儿戏，瓜果为伊三请。云路回。漫说道、年年野鹊曾并影。无人与问。但浊酒相呼，疏帘自卷，微月照清饮。,写景抒情
电绕神枢，华渚流虹，诞弥良用佳辰。万宇讴歌归舞，宝历增新。四七年间盛事，皇威畅、边鄙无尘。仁恩被，华夏咸安，太平极治欢声。重华道隆德茂，亘古今希有，揖逊重闻。圣子三宫欢聚，两世慈亲。幸际千秋圣旦，沾镐宴、普率惟均。封人祝，亿万斯年，寿皇尊并高真。,咏史怀古
寄语山阿子，何日出幽篁。兰衣蕙带，为我独立万寻冈。头上青天荡荡，足下白云霭霭，和气自悠扬。一阵东风至，灵雨过南塘。招山鬼，吊河伯，俟东皇。朱宫紫阙，何事宛在水中央。长望龙雷驾，凭仗箫钟交鼓，宾日出扶桑。我乃援北斗，子亦射天狼。,咏史怀古
烟淡回塘。月浸疏篁。一枝□、压尽群芳。修然风度，玉质金章。有许多情，许多韵，许多香。中酒情怀，琢句心肠。倚屏山、子细端相。冰芽初试，柑子新尝。更绮窗前，冰壶畔，看匀妆。,写景抒情
柳絮风翻高下飞。雨笼晴、香径尚泥。女伴笑、踏青好，凤钗偏、花压鬓垂。乱莺双燕春情绪，搅愁心、欲诉向谁。人间道、因谁瘦，拈青梅、闲敛黛眉。,写景抒情
银铮旋品。不用缠头千尺锦。妙思如泉。一洗闲愁十五年。为公少止。起舞属公公莫起。风里银山。摆撼鱼龙我自闲。,写景抒情
惨淡轻阴，都养就、朱朱白白。最好是、梨花带雨，海棠映日。暖雾烘成芳草色，娇风分与垂杨力。听红边、翠杪啭清圆，曾相识。春绪乱，还如织。春梦断，还堪觅。看青梅下有，游人啧啧。爱酒正香须满泛，怜花太嫩休轻摘。把领巾、收聚众香浓，凭风立。,写景抒情
天生耆德，占断四时先。春院落，锦山川。万家灯市明朱紫，一庭花艳傍貂蝉。妇承姑，翁抱息，子差肩。匝是、文公开九帙。陆续看、武公逾九十。从九九，到千千。海风谩送天鸡舞，蛰雷未唤壑龙眠。且从他，歌缓缓，鼓咽咽。,写景抒情
清逼池亭，润侵山阁，雪气凝聚。未有蝉前，已无蝶後，花事随逝水。西园支径，今朝重到，半碍醉筇吟袂。除非是、莺身瘦小，暗中引雏穿去。梅檐溜滴，风来吹断，放得斜阳一缕。玉子敲枰，香绡落翦，声度深几许。层层离恨，凄迷如此，点破谩烦轻絮。应难认、争春旧馆，倚红杏处。,写景抒情
江涵石瘦，雪压桥低，森森万木寒僵。不是争魁，百花谁敢先芳。冰姿皎然玉立，笑儿曹、粉面何郎。调羹鼎，只此花馀事，说甚宫妆。松竹岁寒三友，恨竹汗晋士，松秦皇。雪魄冰魂，回首世上无香。西湖有人觅句，但知渠、清浅黄昏。奇绝处，五更初、横月带霜。,写景抒情
麻叶层层苘叶光。谁家煮蚕一村香。隔篱娇语络丝娘。垂白杖藜抬醉眼，捋青捣软饥肠。问言豆叶几时黄。,写景抒情
楚腰一捻。羞翦青丝结。力未胜春娇怯怯。暗托莺声细说。愁蹙眉心斗双叶。正情切。柔枝未堪折。应不解、管离别。奈如今已入东风睫。望断章台，马蹄何处，闲了黄昏淡月。,送别题赠
迢迢冢水，直泻到东州。不拣秦淮吴楚，明月一家楼，何代非卿非相，底事柴桑老子，偏恁不推刘。半体鹿皮服，千古晋貔貅。过东鲁，登北固，感春秋。抵掌嫣然一笑，莫枉少陵愁。说甚萧锅曹石，古矣苏吟米画，黑白满盘收。对水注杯酒，为我向东流。,送别题赠
先生心地等空虚。行处幻仙都。点缀玲珑花柳，翻腾窈窕规模。三杯两盏，五言十字，迟老工夫。受用南湖风月，何须更到西湖。,写景抒情
小阁腾腾人似醉。鸣阶簌簌霜林坠。起向楼头看雪意。云犹未。雁声一片江风起。官里从容何日是。偷闲著便寻幽事。见说小桥清浅水。梅欲蕊。吟边陡觉添风味。,写景抒情
西苑烟光倚槛新。桃花艳艳静无尘。照溪红映一天云。肯放落红流出水，且寻歌舞赏明春。持杯知是洞中人。,写景抒情
一品归来，强健日、小园幽圃。扁舟兴、恐天未许。想当年、持汉节，众齐咻楚。丹忠此日，盛名千古。词章、师海内，纬文经武。莫寒盟、故山旧侣。到鲈乡、还又是，秋风斜雨。鸣刀雪，未应便去。,咏史怀古
汉家宫阙动高秋。人自伤心水自流。今日晴明独上楼。恨悠悠。白尽梨园子弟头。,送别题赠
真个忆。花下雨声初息。猛记乌衣曾旧识。丁宁教去觅。春半峭寒犹力。泪滴两襟成迹。独倚危阑清昼寂。草长流翠碧。,送别题赠
吾玄终不白，拗出老扬雄。近日青衿绿发，转盼忽成翁。缩首天坠地，极力虞渊取日，直欲入冯宫。迂阔有如此，谁不笑王公。十年後，数椽屋，隐琊峰。人叹乾坤许大，醯瓮老山中。於是泛淮航泗，於是沿邹过鲁，千古慕雩风。造物既生我，斯道岂终穷。,人生感怀
东风吹恨著眉心。金约瘦难任。西窗翦烛浑如梦，最愁处、南陌分襟。香歇绣囊，尘生罗幌，憔悴到如今。小花幽院夜沈沈。凉月转槐阴。拂墙树动开朱户，又赢得、愁与更深。青翼不来，征鸿难倩，流怨入瑶琴。,思妇闺怨
东方千骑拟三河。灯夕试春罗。想是蟾宫高会，暂留暮雨娥。使君燕喜，王孙赋就，桃叶秋波。弱柳移来娇舞，落梅换了行歌。,写景抒情
昨夜中秋今夕望，十分桂影团圆。玉人相对绿尊前。素娥有恨，应是妒蝉娟。人静小庭风露冷，歌声特地清圆。醉红醺脸髻鬟偏。翠裙轻皱，端的为留仙。,送别题赠
寂历柳风斜倚。错莫梦云难记。花影为谁重，一握鲛人丝泪。何事。何事。历历脸潮羞起。,思妇闺怨
倚剑西湖道。望弥漫、苍葭绿苇，翠芜青草。华表凄凉市朝古，极目暗伤怀抱。秋色与、芰荷俱老。桂棹兰舟聊遣兴，仗金风、吹使芙蓉破。柳阴里，堪少坐。衷肠底事君知那。要繁弦急管，又且沈酣则个。烟水冥茫黄叶断，嘹唳数声雁过。醉归去、山寒云暮。整日消闲镇来往，问城南、老树知渠麽。黄鹤氅，青纱帽。,写景抒情
万绿压庭柯，雨晴烟润。三尺金猊麝微喷。百花香暖，酿作九霞仙酝。祝君如此酒，年年饮。插额汉貂，垂腰苏印。趁取如今未华鬓。三茅兄弟，总有丹台名姓。蟠桃熟也未，教人问。,咏史怀古
日日齐眉举案，年年劝酒持觥。今年著意寿卿卿。幼稚绵绵可庆。官冷未尝贫贱，家肥胜似功名。所为方便合人情。管取前途更永。,人生感怀
湘水晓行无酒，楚乡客久思家。空城暗柳老愁芽。燕归才社後，人老尚天涯。记得津头轻别，离觞愁听琵琶。东风吹泪落鸥沙。一番新雨重，飞不起杨花。,羁旅思乡
当初误触，紫微君、谪下神霄玉府。醉後骑龙吹铁笛，酒醒不知何处。绛阙寥寥，红尘扰扰，老泪滂如雨。人间天上，桑田沧海如许。遥想十二楼前，琪花开已遍，鸾歌鹤舞。梦到三天还又落，愁听空中箫鼓。独倚阑干，笑拈花片，细写思归字。东风还会，为伊吹上天去。,羁旅思乡
秋来更觉消魂苦，小字还稀。坐想行思。怎得相看似旧时。南楼把手凭肩处，风月应知。别後除非。梦里时时得见伊。,思妇闺怨
瓜瓞绵绵储庆远，闲平代有名人。一襦五裤说朱轮。云逵鸳缀近，雷社虎符新。正是泗滨浮磬日，潘舆一粲欣欣。鸾歌飞起杏梁尘。巢莲龟问岁，介寿酒融春。,咏史怀古
小蛮才把鸳衾折。妆就梳横月。探梅不似旧年心。却爱窗前纸帐、十分清。朔风吹起寒云动。午寝都无梦。黄昏更被竹枝声。唤起醒醒相对、一灯青。,思妇闺怨
春漏促。谁见两人心曲。罨画屏风银蜡烛。泪珠红蔌蔌。懊恼欢娱不足。只许梦中相逐。今夜月明何处宿。画桥春水绿。,思妇闺怨
银浦流云初度月，空碧挂团团。照夜珠胎贝阙寒。光彩满长安。春风为拂新沙路，珂马款天关。篆印金窠红屈盘。嵬ㄝ押千官。,写景抒情
一片闲云，山头初起。飘然直上虚空里。残虹收雨耸奇峰，春晴鹤舞丹霄外。出岫无心，为霖何意。都缘行止难拘系。幽人心已与云闲，逍遥自在谁能累。,写景抒情
鼎器法乾坤。上是天元下地元。若也更能颠倒运，交番。阖劈循环在八门。搬运上。龟与蛇儿自吐吞。百尺竿头牢把线，掀援。从此元神命永存。,咏史怀古
两两轻红半晕腮。依依独为使君回。若道使君无此意。何为。双花不向别人开。但看低昂烟雨里。不已。劝君休诉十分杯。更问尊前狂副使。来岁。花开时节与谁来。,送别题赠
柳岸梅溪春又生。风枝斜里雪枝横。空牵归兴惹离情。灰尽寸心犹自热，泪承双睫不能晴。梦云楼隔豫章城。,送别题赠
雨色流香绕坐中。映阶疏竹一丛丛。不奈晚来萧瑟意，子猷风。潋滟满倾金凿落，淋漓从湿绣芙蓉。吸尽百川天上去，看长虹。,写景抒情
钗头缀玉虫，耿耿东窗晓。京洛少年游，犹恨归来早。寒食正梨花，古道多芳草。今夜试青镫，依旧春花小。,送别题赠
兽炭香红漫应时。遮寒姝丽自成围。销金暖帐四边垂。报道黑风飞柳絮，齐翻白雪侑羔卮。那家斟唱□□词。,写景抒情
九月芦香霜旦旦。丹枫落尽吴江岸。长濑黄昏张蟹断。灯火乱。圆沙惊起行行雁。半夜系船桥北岸。三杯睡著无人唤。睡觉只疑桥不见。风已变。缆绳吹断船头转。,羁旅思乡
蠢动含灵天赋与，逍遥性分元均。莫生异见乱吾真。只今中有主，浑与化为人。那更徽词清彻底，轻埃欲染无因。惟应得此便凝神。百魔咸息战，六道永停轮。,人生感怀
深深院宇小池塘。一径碧梧长。青春又归何处，新笋绿成行。多少事，恼人肠。懒思量。香消一炷，睡起霎时，日过东窗。,写景抒情
月影娟娟明秀。帘波吹皱。徘徊空度可怜宵，谩问道、因谁瘦。不见芳音长久。鳞鸿空有。渭城西路恨依然，尚梦想、青青柳。,思妇闺怨
虚心劲节争萧散。无冬夏、钩阑侧畔。霜风雪色沈沈晚。残不了、细枝纤干。情中意里尘沙恨。试与聆、弦歌急慢。无嫌青翠开青眼。相看似、太原家惯。,写景抒情
胜处可宫，平处可田，泉土尤甘美。深复深，路绝住人稀。有人兮、盘旋於此。送子归。是他隐居求志。是要明主媒当世。嗟此意谁论，其言甚壮，孔颜犹有遗旨。大丈夫之被遇於时。入则坐庙朝出旗麾。列屋名姬，夹道武夫，满前才子。噫。有命存焉，吾非恶此而逃之。富贵人所欲，如之何、幸而致。向茂树堪休，清泉可濯，谷中别有闲天地。况脍细於丝，蕨甜似蜜，采於山，钓於水。大丈夫不遇之所为。唐处士、依稀是吾师。觉山林、尊如朝市。五侯门下宾客，扰扰趋形势。嗟盘之乐，谁争子所，占断千秋万岁。呼童秣马更膏车，便与君，从此逝矣。,送别题赠
落尽斜阳，尚有些、断霞残影。甚弯环、东溪西巷，南岩北岭。行熟更教羊引著，睡浓却被鸦惊醒。渐孤村、树暗颤山，霜风冷。人世里，嫌他蠢。牛背上，输他稳。但芒鞋一，蓑衣一领。五脏荒陂蔬荐口，双幽崦花漫顶。虽云乌、月黑路蒙笼，何曾窘。,羁旅思乡
芙蓉城伴侣。乍卸却单衣，茜罗重护。傍水开时，细看来、浑似阮郎前度。记得小楼，听一夜，江南春雨。梦醒箫声，流水青苹，旧游何许。谁翦层芳深贮。便洗尽长安，半面尘土。绝似桃根，带笑痕来伴，柳枝娇舞。莫是孤村，试与问、酒家何处。曾醉梢头双果，园林未暑。,写景抒情
市桥灯火春星碎。街鼓催归人未醉。半嗔还笑眼回波，欲去更留眉敛翠。归来短烛馀红泪。月淡天高梅影细。北风休遣雁南来，断送不成今夜睡。,送别题赠
楚国细腰元自瘦。文君腻脸谁描就。日夜鼓声催箭漏。昏复昼。红颜岂得长如旧。醉拆嫩房红蕊嗅。天丝不断清香透。却傍小阑凝望久。风满袖。西池月上人归後。,思妇闺怨
尚记春归日，锦绣裹江城。谁推日驭西去，水认故乡痕。鱼鸟自飞自跃。红紫谁开谁落。天运渺无声。四序镇如此，当富复亭亭。是何年，修禊事，畅幽情。竞传元已天气，别是一般清。便引郑郊溱洧。不道孔门沂泗。大道掌如平。待挽迷津者，都向此中行。,送别题赠
几番时事重论，座中共惜斜阳下。今朝翦柳，东风送客，功名近也。约住飞花，暂听留燕，更攀情话。问千牙过阙，一封入奏，忠孝事、都应写。闻道兰台清暇。载鸱夷、烟江一舸。贞元旧曲，如今谁听，惟公和寡。儿骑空迎，舜瞳回盼，玉阶前借。便急回暖律，天边海上，正春寒夜。,送别题赠
小樊标韵称香山。压尽花间。便须著个楼儿住，彩鸾看、飞舞妖闲。珠佩时因醉解，云扉常为春关。耳边属付话儿奸。休放蛮檀。绿窗惟怕今宵梦，莺声巧、春满阑干。待把衷肠教与，却愁长远都难。,思妇闺怨
停云霭霭，八表同昏，尽日时雨。搔首良朋，门前平陆成江。春醪湛湛独抚，限弥襟、闲饮东窗。空延伫，恨舟车南北，欲往何从。叹息东园佳树，列初荣枝叶，再兢春风。日月于征，安得促席从容。翩翩何处飞鸟，息庭树、好语和同。当年事，问几人、亲友似翁。,羁旅思乡
霜风不动晴明好。探梅有约城东道。桥边失却老仙期，城门落日人归早。野田一望迷芳草。除是腾空君後到。立马三周黛佛头，参差中路令人老。,写景抒情
岸压邮亭，路华表，堤树旧色依依。红索新晴，翠阴寒食，天涯倦客重归。叹废绿平烟带苑，幽渚尘香荡晚，当时燕子，无言对立斜晖。追念吟风赏月，十载事，梦惹绿杨丝。画船为市，夭妆艳水，日落云沈，人换春移。谁更与、苔根洗石，菊井招魂，漫省连车载酒，立马临花，犹认荐红傍路枝。歌断宴阑，荣华露草，冷落山丘，到此徘徊，细雨西城，羊昙醉後花飞。,羁旅思乡
银缸委坠红，碧锁朦胧晓。别泪洒金徽，一曲情多少。邮亭今夜长，明月香帏悄。纵使梦相逢，何处寻蓬岛。,送别题赠
人生百岁，七十稀少。更除十年孩童小。又十年昏老。都来五十载，一半被、睡魔分了。那二十五载之中，宁无些个烦恼。仔细思量，好追欢及早。遇酒追朋笑傲。任玉山摧倒。沈醉且沈醉，人生似、露垂芳草。幸新来、有酒如渑，结千秋歌笑。,人生感怀
发白犹旅枕，溪深未挂烟莎。往来苕意如何。应有轻鸥笑我。细算年来活计，只消一个渔舟。金鱼无分不须求。只乞鲈鱼换酒。,羁旅思乡
丝丝杨柳丝丝雨。春在溟处。楼儿忒小不藏愁。几度和云飞去、觅归舟。天怜客子乡关远。借与花消遣。海棠红近绿阑干。才卷朱帘却又、晚风寒。,送别题赠
心下悬悬地，侬家好好儿。相怜相惜许多时。岂料一朝轻拆、便轻离。要见无由见，教归不肯归。数珠懒把镜慵窥。只有新添鬓雪、减腰围。,思妇闺怨
老枝无著秋声处，萧萧倦听风雨。暗饮春腴，欣荣晚节，不载天河人去。心存太古。喜冰雪相看，此君欲语。共倚云根，岁寒羞并岁寒所。当年曾见汉馆，卷帘频坐对，飞梦湘楚。叹我重来，何堪如此，落叶空江无数。盘桓屡抚。似冉冉吹衣，颇疑非雾。素壁高堂，晋人清几许。,咏史怀古
月出东山之上。长忆御街人唱。恨我不能琴。有琴心。徙倚秋波平莹。渐久玉肌清冷。待更下阑干。起来看。,思妇闺怨
陌上箫声寒食近。雨过园林，花气浮芳润。千里斜阳锺欲瞑。凭高望断南楼信。海角天涯行略尽。三十年间，无处无遗恨。天若有情终欲问。忍教霜点相思鬓。,送别题赠
腰缠十万贯，骑鹤上扬州。诗翁那得有此，天地一扁舟。二十四番风信，二十四桥风景，正好及春游。挂席欲东下，烟雨暗层楼。紫绮冠，绿玉杖，黑貂裘。沧波万里，浩荡踪迹寄浮鸥。想杀南台御史，笑杀南州孺子，何事此淹留。远思渺无极，日夜大江流。,羁旅思乡
海枯泣尽天吴泪。又涨经天河水。万古鱼龙，雷收电卷，宇宙刹那间戏。沉兰坠芷。想重整荷衣，顿惊腰细。尚有干将，冲牛射斗定何似。成都桥动万里。叹何时重见，鹃啼人起。孤竹双清，紫荆半落，到此吟枯神瘁。对床永已。但梦绕青神，尘昏白帝。重反离骚，众醒吾独醉。,咏史怀古
寒满一衾谁共。夜沈沈、醉魂朦。雨呼烟唤付凄凉，又不成、那些好梦。明日烟江□暝。扁舟系、一行。季鹰生事水弥漫，过鲈船、再三目送。,送别题赠
横塘水静，花窥影、孤城转。浮玉无尘，五亭争景，画桥对起，垂虹不断。爱溪上琼楼，凭雕栏、久□飞云远。人在虚空，月生溟海，寒渔夜泛，游鳞可辨。正是草长苹老，江南地暖。汀洲日晚。更茶山、已过清明，风雨暴千岩、啼鸟怨。芳菲故苑。深红尽、绿叶阴浓，青子枝头满。史君莫放寻春缓。,写景抒情
问信江梅，渐推出、红苞绿萼。堪爱处，平生怀抱，岁寒为托。瘦骨皱皮犹老硬，孤标独韵难描摸。怕东君、压住等春来，鞭先著。止渴事，风烟邈。和羹事，风波恶。想翠禽啁哳，笑他都错。争似花开颓醉玉，月天更引霜天角。便一年、强作十年人，山中乐。,写景抒情
罗带双垂画不成。人娇态最轻盈。酥胸斜抱天边月，玉手轻弹水面冰。无限事，许多情。四弦丝竹苦丁宁。饶君拨尽相思调，待听梧桐叶落声。,送别题赠
烟锁池塘秋欲暮。细细前香，直到双栖处。并枕东窗听夜雨。偎金缕。云深不见来时路。晓色朦胧人去住。香覆重帘，密密闻私语。日断征帆归别浦。空凝伫。苔痕绿印金莲步。,思妇闺怨
望红渠影里，冉冉斜阳，十里堤平。唤起江湖梦，向沙鸥住处，细说前盟。水乡六月无暑，寒玉散清冰。笑老去心情，也将醉眼，镇为花青。亭亭。步明镜，似月浸华清，人在秋庭。照夜银河落，想粉香湿露，恩泽初承。十洲缥缈何许，风引彩舟行。尚忆得西施，馀情袅袅烟水汀。,写景抒情
去年曾借梅为寿。转眼垂弧小春又。一笑巡檐清影瘦。雪边聊且，收香藏白，少俟融和透。新来东阁高吟就。金鼎家声自依旧。唤取玉妃重举酒。百花头上，一枝芳信，终属东君手。,送别题赠
